Sample	Target	Reads
N22	perk_nuc_scf7180000003515_97393-101483_18-3600_901	110448
N22	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	15940
N22	paramoeba_mito_scf7180000003282_5381-6781_1	172246
N22	paramoeba_nuc_scf7180000004653_9090-9584_1	614199
N23	paramoeba_mito_scf7180000003282_17181-17683_1	579
N23	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N23	paramoeba_nuc_scf7180000003537_4360-5238_1	6
N23	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	1762
N23	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	0
N23	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	17899
N23	paramoeba_mito_scf7180000003282_72335-73819_451	3430
N23	paramoeba_mito_scf7180000003282_2577-3764_451	524
N23	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	537
N23	paramoeba_mito_scf7180000003282_37622-38599_451	566
N23	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N23	perk_nuc_scf7180000003402_73894-74460_1	10394
N23	perk_nuc_scf7180000003591_3416-4408_1-990_1	4279
N23	perk_nuc_scf7180000003623_28906-30006_1-1100_1	1985
N23	perk_nuc_scf7180000003752_5410-7175_739-1757_1	2257
N23	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N23	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N23	perk_nuc_scf7180000003402_73455-74100_1	76815
N23	perk_nuc_scf7180000003352_71298-72206_1-908_1	75492
N23	perk_nuc_scf7180000003591_3414-9913_1-2291_901	1063
N23	perk_nuc_scf7180000003334_39138-40969_372-1777_1	486
N23	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	777
N23	perk_nuc_scf7180000003602_54737-56021_1-1284_1	9113
N23	perk_nuc_scf7180000003687_22701-24808_4-2107_901	10284
N23	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	0
N23	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	0
N23	perk_nuc_scf7180000003687_22703-23724_2-1021_1	4620
N23	perk_nuc_scf7180000003411_95621-97517_1-1896_1	3863
N23	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	1252
N23	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	238
N23	perk_nuc_scf7180000003687_28378-29539_1-1161_1	13573
N23	perk_nuc_scf7180000003660_28831-29439_1	780
N23	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N23	perk_nuc_scf7180000003435_21523-22534_1-1011_1	1084
N23	perk_nuc_scf7180000003334_14360-15471_115-1021_1	8683
N23	paramoeba_nuc_scf7180000003402_66620-67222_1	12011
N23	perk_nuc_scf7180000003316_105075-106432_82-1354_1	24
N23	paramoeba_nuc_scf7180000003517_25093-25627_1	189
N23	perk_nuc_scf7180000003478_19048-20119_1-1071_1	38
N23	perk_nuc_scf7180000003897_23035-23940_1-905_1	637
N23	perk_nuc_scf7180000003532_6044-7296_4-1252_1	3050
N23	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	576
N23	perk_nuc_scf7180000003402_72046-72895_1	274
N23	perk_nuc_scf7180000003709_72424-73568_3-1144_1	7419
N23	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	4
N23	perk_nuc_scf7180000003560_925-2762_1-1837_901	16738
N23	perk_nuc_scf7180000003326_75881-76823_1-942_1	2532
N23	perk_nuc_scf7180000003897_16527-17683_3-1156_1	55867
N23	perk_nuc_scf7180000003913_1473-2529_1-1056_1	17593
N23	perk_nuc_scf7180000003454_34019-35215_1-1193_1	708
N23	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	4
N23	perk_nuc_scf7180000003515_97393-101483_18-3600_901	9811
N23	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	1659
N23	paramoeba_mito_scf7180000003282_5381-6781_1	18718
N23	paramoeba_nuc_scf7180000004653_9090-9584_1	127217
N25	paramoeba_mito_scf7180000003282_17181-17683_1	452
N25	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N25	paramoeba_nuc_scf7180000003537_4360-5238_1	88
N25	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	16415
N25	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	0
N25	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	159497
N25	paramoeba_mito_scf7180000003282_72335-73819_451	59447
N25	paramoeba_mito_scf7180000003282_2577-3764_451	6682
N25	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	2543
N25	paramoeba_mito_scf7180000003282_37622-38599_451	13324
N25	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N25	perk_nuc_scf7180000003402_73894-74460_1	59406
N25	perk_nuc_scf7180000003591_3416-4408_1-990_1	67035
N25	perk_nuc_scf7180000003623_28906-30006_1-1100_1	38355
N25	perk_nuc_scf7180000003752_5410-7175_739-1757_1	28675
N25	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N25	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N25	perk_nuc_scf7180000003402_73455-74100_1	1751810
N25	perk_nuc_scf7180000003352_71298-72206_1-908_1	2612200
N25	perk_nuc_scf7180000003591_3414-9913_1-2291_901	1085
N25	perk_nuc_scf7180000003334_39138-40969_372-1777_1	17763
N25	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	6619
N25	perk_nuc_scf7180000003602_54737-56021_1-1284_1	156926
N25	perk_nuc_scf7180000003687_22701-24808_4-2107_901	110164
N25	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	0
N25	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	0
N25	perk_nuc_scf7180000003687_22703-23724_2-1021_1	74051
N25	perk_nuc_scf7180000003411_95621-97517_1-1896_1	78974
N25	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	7973
N25	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	497
N25	perk_nuc_scf7180000003687_28378-29539_1-1161_1	117431
N25	perk_nuc_scf7180000003660_28831-29439_1	2211
N25	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N25	perk_nuc_scf7180000003435_21523-22534_1-1011_1	908
N25	perk_nuc_scf7180000003334_14360-15471_115-1021_1	189656
N25	paramoeba_nuc_scf7180000003402_66620-67222_1	165684
N25	perk_nuc_scf7180000003316_105075-106432_82-1354_1	24460
N25	paramoeba_nuc_scf7180000003517_25093-25627_1	1704
N25	perk_nuc_scf7180000003478_19048-20119_1-1071_1	74
N25	perk_nuc_scf7180000003897_23035-23940_1-905_1	2143
N25	perk_nuc_scf7180000003532_6044-7296_4-1252_1	74200
N25	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	2509
N25	perk_nuc_scf7180000003402_72046-72895_1	4027
N25	perk_nuc_scf7180000003709_72424-73568_3-1144_1	82761
N25	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	20
N25	perk_nuc_scf7180000003560_925-2762_1-1837_901	334416
N25	perk_nuc_scf7180000003326_75881-76823_1-942_1	15336
N25	perk_nuc_scf7180000003897_16527-17683_3-1156_1	6979
N25	perk_nuc_scf7180000003913_1473-2529_1-1056_1	290728
N25	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1709
N25	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	57
N25	perk_nuc_scf7180000003515_97393-101483_18-3600_901	94018
N25	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	9322
N25	paramoeba_mito_scf7180000003282_5381-6781_1	158027
N25	paramoeba_nuc_scf7180000004653_9090-9584_1	549205
N27	paramoeba_mito_scf7180000003282_17181-17683_1	533
N27	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	5
N27	paramoeba_nuc_scf7180000003537_4360-5238_1	60
N27	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	9531
N27	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	0
N27	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	82712
N27	paramoeba_mito_scf7180000003282_72335-73819_451	69244
N27	paramoeba_mito_scf7180000003282_2577-3764_451	9900
N27	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	2928
N27	paramoeba_mito_scf7180000003282_37622-38599_451	12591
N27	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N27	perk_nuc_scf7180000003402_73894-74460_1	64089
N27	perk_nuc_scf7180000003591_3416-4408_1-990_1	60817
N27	perk_nuc_scf7180000003623_28906-30006_1-1100_1	30515
N27	perk_nuc_scf7180000003752_5410-7175_739-1757_1	35305
N27	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N27	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N27	perk_nuc_scf7180000003402_73455-74100_1	861860
N27	perk_nuc_scf7180000003352_71298-72206_1-908_1	1125902
N27	perk_nuc_scf7180000003591_3414-9913_1-2291_901	8240
N27	perk_nuc_scf7180000003334_39138-40969_372-1777_1	12540
N27	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	12536
N27	perk_nuc_scf7180000003602_54737-56021_1-1284_1	105631
N27	perk_nuc_scf7180000003687_22701-24808_4-2107_901	128654
N27	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	0
N27	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	6
N27	perk_nuc_scf7180000003687_22703-23724_2-1021_1	83161
N27	perk_nuc_scf7180000003411_95621-97517_1-1896_1	54181
N27	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	17687
N27	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	3221
N27	perk_nuc_scf7180000003687_28378-29539_1-1161_1	183881
N27	perk_nuc_scf7180000003660_28831-29439_1	2700
N27	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N27	perk_nuc_scf7180000003435_21523-22534_1-1011_1	18962
N27	perk_nuc_scf7180000003334_14360-15471_115-1021_1	205784
N27	paramoeba_nuc_scf7180000003402_66620-67222_1	207996
N27	perk_nuc_scf7180000003316_105075-106432_82-1354_1	18696
N27	paramoeba_nuc_scf7180000003517_25093-25627_1	6713
N27	perk_nuc_scf7180000003478_19048-20119_1-1071_1	104
N27	perk_nuc_scf7180000003897_23035-23940_1-905_1	4477
N27	perk_nuc_scf7180000003532_6044-7296_4-1252_1	44618
N27	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	11530
N27	perk_nuc_scf7180000003402_72046-72895_1	6212
N27	perk_nuc_scf7180000003709_72424-73568_3-1144_1	69042
N27	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	7
N27	perk_nuc_scf7180000003560_925-2762_1-1837_901	262529
N27	perk_nuc_scf7180000003326_75881-76823_1-942_1	31567
N27	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1409714
N27	perk_nuc_scf7180000003913_1473-2529_1-1056_1	266732
N27	perk_nuc_scf7180000003454_34019-35215_1-1193_1	9985
N27	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	31
N27	perk_nuc_scf7180000003515_97393-101483_18-3600_901	132071
N27	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	21701
N27	paramoeba_mito_scf7180000003282_5381-6781_1	88131
N27	paramoeba_nuc_scf7180000004653_9090-9584_1	397323
N28	paramoeba_mito_scf7180000003282_17181-17683_1	338
N28	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N28	paramoeba_nuc_scf7180000003537_4360-5238_1	680
N28	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	11941
N28	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	0
N28	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	342058
N28	paramoeba_mito_scf7180000003282_72335-73819_451	69932
N28	paramoeba_mito_scf7180000003282_2577-3764_451	4557
N28	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	1891
N28	paramoeba_mito_scf7180000003282_37622-38599_451	5052
N28	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N28	perk_nuc_scf7180000003402_73894-74460_1	105640
N28	perk_nuc_scf7180000003591_3416-4408_1-990_1	177653
N28	perk_nuc_scf7180000003623_28906-30006_1-1100_1	39527
N28	perk_nuc_scf7180000003752_5410-7175_739-1757_1	34691
N28	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N28	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N28	perk_nuc_scf7180000003402_73455-74100_1	2123941
N28	perk_nuc_scf7180000003352_71298-72206_1-908_1	2415252
N28	perk_nuc_scf7180000003591_3414-9913_1-2291_901	29205
N28	perk_nuc_scf7180000003334_39138-40969_372-1777_1	10779
N28	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	2394
N28	perk_nuc_scf7180000003602_54737-56021_1-1284_1	353084
N28	perk_nuc_scf7180000003687_22701-24808_4-2107_901	404332
N28	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	0
N28	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	0
N28	perk_nuc_scf7180000003687_22703-23724_2-1021_1	238847
N28	perk_nuc_scf7180000003411_95621-97517_1-1896_1	275156
N28	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	26604
N28	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	2857
N28	perk_nuc_scf7180000003687_28378-29539_1-1161_1	340296
N28	perk_nuc_scf7180000003660_28831-29439_1	12135
N28	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N28	perk_nuc_scf7180000003435_21523-22534_1-1011_1	259
N28	perk_nuc_scf7180000003334_14360-15471_115-1021_1	665619
N28	paramoeba_nuc_scf7180000003402_66620-67222_1	250857
N28	perk_nuc_scf7180000003316_105075-106432_82-1354_1	49295
N28	paramoeba_nuc_scf7180000003517_25093-25627_1	1316
N28	perk_nuc_scf7180000003478_19048-20119_1-1071_1	0
N28	perk_nuc_scf7180000003897_23035-23940_1-905_1	3362
N28	perk_nuc_scf7180000003532_6044-7296_4-1252_1	216137
N28	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	17801
N28	perk_nuc_scf7180000003402_72046-72895_1	4017
N28	perk_nuc_scf7180000003709_72424-73568_3-1144_1	61232
N28	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	19
N28	perk_nuc_scf7180000003560_925-2762_1-1837_901	562342
N28	perk_nuc_scf7180000003326_75881-76823_1-942_1	30155
N28	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1911630
N28	perk_nuc_scf7180000003913_1473-2529_1-1056_1	835310
N28	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1155
N28	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	109
N28	perk_nuc_scf7180000003515_97393-101483_18-3600_901	157565
N28	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	8310
N28	paramoeba_mito_scf7180000003282_5381-6781_1	351932
N28	paramoeba_nuc_scf7180000004653_9090-9584_1	857710
N31	paramoeba_mito_scf7180000003282_17181-17683_1	526
N31	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N31	paramoeba_nuc_scf7180000003537_4360-5238_1	16
N31	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	14719
N31	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	2
N31	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	111061
N31	paramoeba_mito_scf7180000003282_72335-73819_451	7435
N31	paramoeba_mito_scf7180000003282_2577-3764_451	7
N31	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	711
N31	paramoeba_mito_scf7180000003282_37622-38599_451	3424
N31	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N31	perk_nuc_scf7180000003402_73894-74460_1	9399
N31	perk_nuc_scf7180000003591_3416-4408_1-990_1	182727
N31	perk_nuc_scf7180000003623_28906-30006_1-1100_1	11010
N31	perk_nuc_scf7180000003752_5410-7175_739-1757_1	86522
N31	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N31	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N31	perk_nuc_scf7180000003402_73455-74100_1	585906
N31	perk_nuc_scf7180000003352_71298-72206_1-908_1	4382593
N31	perk_nuc_scf7180000003591_3414-9913_1-2291_901	31046
N31	perk_nuc_scf7180000003334_39138-40969_372-1777_1	10462
N31	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	1612
N31	perk_nuc_scf7180000003602_54737-56021_1-1284_1	119166
N31	perk_nuc_scf7180000003687_22701-24808_4-2107_901	313915
N31	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	0
N31	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	0
N31	perk_nuc_scf7180000003687_22703-23724_2-1021_1	413812
N31	perk_nuc_scf7180000003411_95621-97517_1-1896_1	638802
N31	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	202
N31	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	4961
N31	perk_nuc_scf7180000003687_28378-29539_1-1161_1	140477
N31	perk_nuc_scf7180000003660_28831-29439_1	572
N31	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N31	perk_nuc_scf7180000003435_21523-22534_1-1011_1	381
N31	perk_nuc_scf7180000003334_14360-15471_115-1021_1	319969
N31	paramoeba_nuc_scf7180000003402_66620-67222_1	86439
N31	perk_nuc_scf7180000003316_105075-106432_82-1354_1	54020
N31	paramoeba_nuc_scf7180000003517_25093-25627_1	2369
N31	perk_nuc_scf7180000003478_19048-20119_1-1071_1	26
N31	perk_nuc_scf7180000003897_23035-23940_1-905_1	12139
N31	perk_nuc_scf7180000003532_6044-7296_4-1252_1	111511
N31	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	3505
N31	perk_nuc_scf7180000003402_72046-72895_1	3024
N31	perk_nuc_scf7180000003709_72424-73568_3-1144_1	69988
N31	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	0
N31	perk_nuc_scf7180000003560_925-2762_1-1837_901	807688
N31	perk_nuc_scf7180000003326_75881-76823_1-942_1	12812
N31	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1608635
N31	perk_nuc_scf7180000003913_1473-2529_1-1056_1	120454
N31	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1358
N31	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	11
N31	perk_nuc_scf7180000003515_97393-101483_18-3600_901	115256
N31	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	3484
N31	paramoeba_mito_scf7180000003282_5381-6781_1	113750
N31	paramoeba_nuc_scf7180000004653_9090-9584_1	201682
N32	paramoeba_mito_scf7180000003282_17181-17683_1	102162
N32	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N32	paramoeba_nuc_scf7180000003537_4360-5238_1	23411
N32	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	372598
N32	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	29880
N32	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	841977
N32	paramoeba_mito_scf7180000003282_72335-73819_451	52125
N32	paramoeba_mito_scf7180000003282_2577-3764_451	10309
N32	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	9613
N32	paramoeba_mito_scf7180000003282_37622-38599_451	9465
N32	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
N32	perk_nuc_scf7180000003402_73894-74460_1	629270
N32	perk_nuc_scf7180000003591_3416-4408_1-990_1	101140
N32	perk_nuc_scf7180000003623_28906-30006_1-1100_1	22545
N32	perk_nuc_scf7180000003752_5410-7175_739-1757_1	26336
N32	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N32	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N32	perk_nuc_scf7180000003402_73455-74100_1	2694299
N32	perk_nuc_scf7180000003352_71298-72206_1-908_1	2107324
N32	perk_nuc_scf7180000003591_3414-9913_1-2291_901	45997
N32	perk_nuc_scf7180000003334_39138-40969_372-1777_1	15120
N32	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	7093
N32	perk_nuc_scf7180000003602_54737-56021_1-1284_1	399864
N32	perk_nuc_scf7180000003687_22701-24808_4-2107_901	256890
N32	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	14322
N32	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	2642
N32	perk_nuc_scf7180000003687_22703-23724_2-1021_1	221150
N32	perk_nuc_scf7180000003411_95621-97517_1-1896_1	173073
N32	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	57343
N32	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	124467
N32	perk_nuc_scf7180000003687_28378-29539_1-1161_1	445828
N32	perk_nuc_scf7180000003660_28831-29439_1	8854
N32	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N32	perk_nuc_scf7180000003435_21523-22534_1-1011_1	23755
N32	perk_nuc_scf7180000003334_14360-15471_115-1021_1	332515
N32	paramoeba_nuc_scf7180000003402_66620-67222_1	391258
N32	perk_nuc_scf7180000003316_105075-106432_82-1354_1	82747
N32	paramoeba_nuc_scf7180000003517_25093-25627_1	10193
N32	perk_nuc_scf7180000003478_19048-20119_1-1071_1	608
N32	perk_nuc_scf7180000003897_23035-23940_1-905_1	10424
N32	perk_nuc_scf7180000003532_6044-7296_4-1252_1	230246
N32	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	15631
N32	perk_nuc_scf7180000003402_72046-72895_1	6523
N32	perk_nuc_scf7180000003709_72424-73568_3-1144_1	153564
N32	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	23
N32	perk_nuc_scf7180000003560_925-2762_1-1837_901	573519
N32	perk_nuc_scf7180000003326_75881-76823_1-942_1	71738
N32	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1693749
N32	perk_nuc_scf7180000003913_1473-2529_1-1056_1	579466
N32	perk_nuc_scf7180000003454_34019-35215_1-1193_1	6653
N32	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	3395
N32	perk_nuc_scf7180000003515_97393-101483_18-3600_901	97740
N32	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	16794
N32	paramoeba_mito_scf7180000003282_5381-6781_1	883605
N32	paramoeba_nuc_scf7180000004653_9090-9584_1	1303317
N34	paramoeba_mito_scf7180000003282_17181-17683_1	163484
N34	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
N34	paramoeba_nuc_scf7180000003537_4360-5238_1	16002
N34	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	701742
N34	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	24870
N34	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1250661
N34	paramoeba_mito_scf7180000003282_72335-73819_451	102843
N34	paramoeba_mito_scf7180000003282_2577-3764_451	11006
N34	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	24233
N34	paramoeba_mito_scf7180000003282_37622-38599_451	55366
N34	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	7516
N34	perk_nuc_scf7180000003402_73894-74460_1	326339
N34	perk_nuc_scf7180000003591_3416-4408_1-990_1	129201
N34	perk_nuc_scf7180000003623_28906-30006_1-1100_1	17172
N34	perk_nuc_scf7180000003752_5410-7175_739-1757_1	20098
N34	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N34	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
N34	perk_nuc_scf7180000003402_73455-74100_1	2847557
N34	perk_nuc_scf7180000003352_71298-72206_1-908_1	2267598
N34	perk_nuc_scf7180000003591_3414-9913_1-2291_901	32606
N34	perk_nuc_scf7180000003334_39138-40969_372-1777_1	66358
N34	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	1901
N34	perk_nuc_scf7180000003602_54737-56021_1-1284_1	416629
N34	perk_nuc_scf7180000003687_22701-24808_4-2107_901	204432
N34	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	2114
N34	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	33
N34	perk_nuc_scf7180000003687_22703-23724_2-1021_1	196196
N34	perk_nuc_scf7180000003411_95621-97517_1-1896_1	123739
N34	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	12312
N34	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	142788
N34	perk_nuc_scf7180000003687_28378-29539_1-1161_1	239705
N34	perk_nuc_scf7180000003660_28831-29439_1	31509
N34	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N34	perk_nuc_scf7180000003435_21523-22534_1-1011_1	30569
N34	perk_nuc_scf7180000003334_14360-15471_115-1021_1	219132
N34	paramoeba_nuc_scf7180000003402_66620-67222_1	715654
N34	perk_nuc_scf7180000003316_105075-106432_82-1354_1	23302
N34	paramoeba_nuc_scf7180000003517_25093-25627_1	2959
N34	perk_nuc_scf7180000003478_19048-20119_1-1071_1	10520
N34	perk_nuc_scf7180000003897_23035-23940_1-905_1	28645
N34	perk_nuc_scf7180000003532_6044-7296_4-1252_1	130632
N34	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	8011
N34	perk_nuc_scf7180000003402_72046-72895_1	2352
N34	perk_nuc_scf7180000003709_72424-73568_3-1144_1	233245
N34	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	442
N34	perk_nuc_scf7180000003560_925-2762_1-1837_901	307880
N34	perk_nuc_scf7180000003326_75881-76823_1-942_1	53120
N34	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1494339
N34	perk_nuc_scf7180000003913_1473-2529_1-1056_1	454247
