Sample	Target	Reads
N61	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	56855
N61	paramoeba_mito_scf7180000003282_37622-38599_451	1181
N61	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	27749
N61	perk_nuc_scf7180000003402_73894-74460_1	21766
N61	perk_nuc_scf7180000003591_3416-4408_1-990_1	84621
N61	perk_nuc_scf7180000003623_28906-30006_1-1100_1	18255
N61	perk_nuc_scf7180000003752_5410-7175_739-1757_1	39154
N61	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
N61	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	15481
N61	perk_nuc_scf7180000003402_73455-74100_1	344666
N61	perk_nuc_scf7180000003352_71298-72206_1-908_1	406010
N61	perk_nuc_scf7180000003591_3414-9913_1-2291_901	85090
N61	perk_nuc_scf7180000003334_39138-40969_372-1777_1	19802
N61	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	10178
N61	perk_nuc_scf7180000003602_54737-56021_1-1284_1	130054
N61	perk_nuc_scf7180000003687_22701-24808_4-2107_901	38235
N61	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	1868
N61	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	19286
N61	perk_nuc_scf7180000003687_22703-23724_2-1021_1	89521
N61	perk_nuc_scf7180000003411_95621-97517_1-1896_1	9626
N61	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	27064
N61	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	151242
N61	perk_nuc_scf7180000003687_28378-29539_1-1161_1	69865
N61	perk_nuc_scf7180000003660_28831-29439_1	138502
N61	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
N61	perk_nuc_scf7180000003435_21523-22534_1-1011_1	27654
N61	perk_nuc_scf7180000003334_14360-15471_115-1021_1	613530
N61	paramoeba_nuc_scf7180000003402_66620-67222_1	16408
N61	perk_nuc_scf7180000003316_105075-106432_82-1354_1	47108
N61	paramoeba_nuc_scf7180000003517_25093-25627_1	18125
N61	perk_nuc_scf7180000003478_19048-20119_1-1071_1	45955
N61	perk_nuc_scf7180000003897_23035-23940_1-905_1	39079
N61	perk_nuc_scf7180000003532_6044-7296_4-1252_1	53909
N61	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	17827
N61	perk_nuc_scf7180000003402_72046-72895_1	17793
N61	perk_nuc_scf7180000003709_72424-73568_3-1144_1	77630
N61	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	2606
N61	perk_nuc_scf7180000003560_925-2762_1-1837_901	208394
N61	perk_nuc_scf7180000003326_75881-76823_1-942_1	15895
N61	perk_nuc_scf7180000003897_16527-17683_3-1156_1	313598
N61	perk_nuc_scf7180000003913_1473-2529_1-1056_1	182424
N61	perk_nuc_scf7180000003454_34019-35215_1-1193_1	14565
N61	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	11727
N61	perk_nuc_scf7180000003515_97393-101483_18-3600_901	8550
N61	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	24735
N61	paramoeba_mito_scf7180000003282_5381-6781_1	272734
N61	paramoeba_nuc_scf7180000004653_9090-9584_1	662646
S13	paramoeba_mito_scf7180000003282_17181-17683_1	691044
S13	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	2719
S13	paramoeba_nuc_scf7180000003537_4360-5238_1	23006
S13	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	1572474
S13	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	35685
S13	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1473710
S13	paramoeba_mito_scf7180000003282_72335-73819_451	131906
S13	paramoeba_mito_scf7180000003282_2577-3764_451	9553
S13	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	38082
S13	paramoeba_mito_scf7180000003282_37622-38599_451	11467
S13	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	17948
S13	perk_nuc_scf7180000003402_73894-74460_1	282056
S13	perk_nuc_scf7180000003591_3416-4408_1-990_1	100260
S13	perk_nuc_scf7180000003623_28906-30006_1-1100_1	12529
S13	perk_nuc_scf7180000003752_5410-7175_739-1757_1	60354
S13	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S13	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	4368
S13	perk_nuc_scf7180000003402_73455-74100_1	3827407
S13	perk_nuc_scf7180000003352_71298-72206_1-908_1	1331570
S13	perk_nuc_scf7180000003591_3414-9913_1-2291_901	5855
S13	perk_nuc_scf7180000003334_39138-40969_372-1777_1	57646
S13	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	2616
S13	perk_nuc_scf7180000003602_54737-56021_1-1284_1	7061
S13	perk_nuc_scf7180000003687_22701-24808_4-2107_901	5689
S13	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	564
S13	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	3094
S13	perk_nuc_scf7180000003687_22703-23724_2-1021_1	3604
S13	perk_nuc_scf7180000003411_95621-97517_1-1896_1	79449
S13	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	1870
S13	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	211246
S13	perk_nuc_scf7180000003687_28378-29539_1-1161_1	575013
S13	perk_nuc_scf7180000003660_28831-29439_1	176781
S13	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S13	perk_nuc_scf7180000003435_21523-22534_1-1011_1	22293
S13	perk_nuc_scf7180000003334_14360-15471_115-1021_1	1245643
S13	paramoeba_nuc_scf7180000003402_66620-67222_1	543212
S13	perk_nuc_scf7180000003316_105075-106432_82-1354_1	102317
S13	paramoeba_nuc_scf7180000003517_25093-25627_1	3853
S13	perk_nuc_scf7180000003478_19048-20119_1-1071_1	24070
S13	perk_nuc_scf7180000003897_23035-23940_1-905_1	5316
S13	perk_nuc_scf7180000003532_6044-7296_4-1252_1	144660
S13	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	5698
S13	perk_nuc_scf7180000003402_72046-72895_1	8747
S13	perk_nuc_scf7180000003709_72424-73568_3-1144_1	13510
S13	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	726
S13	perk_nuc_scf7180000003560_925-2762_1-1837_901	148215
S13	perk_nuc_scf7180000003326_75881-76823_1-942_1	3125
S13	perk_nuc_scf7180000003897_16527-17683_3-1156_1	287658
S13	perk_nuc_scf7180000003913_1473-2529_1-1056_1	111347
S13	perk_nuc_scf7180000003454_34019-35215_1-1193_1	1908
S13	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	1851
S13	perk_nuc_scf7180000003515_97393-101483_18-3600_901	609075
S13	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	26190
S13	paramoeba_mito_scf7180000003282_5381-6781_1	1560285
S13	paramoeba_nuc_scf7180000004653_9090-9584_1	2615978
S14	paramoeba_mito_scf7180000003282_17181-17683_1	568148
S14	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S14	paramoeba_nuc_scf7180000003537_4360-5238_1	103322
S14	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	582004
S14	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	23044
S14	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1329324
S14	paramoeba_mito_scf7180000003282_72335-73819_451	135493
S14	paramoeba_mito_scf7180000003282_2577-3764_451	12895
S14	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	43090
S14	paramoeba_mito_scf7180000003282_37622-38599_451	40191
S14	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	30078
S14	perk_nuc_scf7180000003402_73894-74460_1	173373
S14	perk_nuc_scf7180000003591_3416-4408_1-990_1	205146
S14	perk_nuc_scf7180000003623_28906-30006_1-1100_1	18991
S14	perk_nuc_scf7180000003752_5410-7175_739-1757_1	75502
S14	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S14	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	4475
S14	perk_nuc_scf7180000003402_73455-74100_1	3154266
S14	perk_nuc_scf7180000003352_71298-72206_1-908_1	761789
S14	perk_nuc_scf7180000003591_3414-9913_1-2291_901	33289
S14	perk_nuc_scf7180000003334_39138-40969_372-1777_1	6366
S14	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	1824
S14	perk_nuc_scf7180000003602_54737-56021_1-1284_1	172528
S14	perk_nuc_scf7180000003687_22701-24808_4-2107_901	5558
S14	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	855
S14	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	2544
S14	perk_nuc_scf7180000003687_22703-23724_2-1021_1	130654
S14	perk_nuc_scf7180000003411_95621-97517_1-1896_1	323834
S14	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	27319
S14	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	399838
S14	perk_nuc_scf7180000003687_28378-29539_1-1161_1	568917
S14	perk_nuc_scf7180000003660_28831-29439_1	144905
S14	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S14	perk_nuc_scf7180000003435_21523-22534_1-1011_1	34930
S14	perk_nuc_scf7180000003334_14360-15471_115-1021_1	2045466
S14	paramoeba_nuc_scf7180000003402_66620-67222_1	120336
S14	perk_nuc_scf7180000003316_105075-106432_82-1354_1	422
S14	paramoeba_nuc_scf7180000003517_25093-25627_1	9539
S14	perk_nuc_scf7180000003478_19048-20119_1-1071_1	34846
S14	perk_nuc_scf7180000003897_23035-23940_1-905_1	13459
S14	perk_nuc_scf7180000003532_6044-7296_4-1252_1	9356
S14	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	36751
S14	perk_nuc_scf7180000003402_72046-72895_1	12705
S14	perk_nuc_scf7180000003709_72424-73568_3-1144_1	128047
S14	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	4667
S14	perk_nuc_scf7180000003560_925-2762_1-1837_901	1964182
S14	perk_nuc_scf7180000003326_75881-76823_1-942_1	15537
S14	perk_nuc_scf7180000003897_16527-17683_3-1156_1	581900
S14	perk_nuc_scf7180000003913_1473-2529_1-1056_1	100307
S14	perk_nuc_scf7180000003454_34019-35215_1-1193_1	22589
S14	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	5143
S14	perk_nuc_scf7180000003515_97393-101483_18-3600_901	4068
S14	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	26814
S14	paramoeba_mito_scf7180000003282_5381-6781_1	1404340
S14	paramoeba_nuc_scf7180000004653_9090-9584_1	2644556
S15	paramoeba_mito_scf7180000003282_17181-17683_1	415521
S15	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	4654
S15	paramoeba_nuc_scf7180000003537_4360-5238_1	57655
S15	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	1380131
S15	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	21068
S15	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1181187
S15	paramoeba_mito_scf7180000003282_72335-73819_451	46266
S15	paramoeba_mito_scf7180000003282_2577-3764_451	2504
S15	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	88236
S15	paramoeba_mito_scf7180000003282_37622-38599_451	1135
S15	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	31493
S15	perk_nuc_scf7180000003402_73894-74460_1	187708
S15	perk_nuc_scf7180000003591_3416-4408_1-990_1	157330
S15	perk_nuc_scf7180000003623_28906-30006_1-1100_1	20547
S15	perk_nuc_scf7180000003752_5410-7175_739-1757_1	94739
S15	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S15	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	2161
S15	perk_nuc_scf7180000003402_73455-74100_1	1952317
S15	perk_nuc_scf7180000003352_71298-72206_1-908_1	1008650
S15	perk_nuc_scf7180000003591_3414-9913_1-2291_901	128134
S15	perk_nuc_scf7180000003334_39138-40969_372-1777_1	6623
S15	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	391641
S15	perk_nuc_scf7180000003602_54737-56021_1-1284_1	52014
S15	perk_nuc_scf7180000003687_22701-24808_4-2107_901	579995
S15	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	8380
S15	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	5140
S15	perk_nuc_scf7180000003687_22703-23724_2-1021_1	10056
S15	perk_nuc_scf7180000003411_95621-97517_1-1896_1	75711
S15	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	107150
S15	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	314511
S15	perk_nuc_scf7180000003687_28378-29539_1-1161_1	257322
S15	perk_nuc_scf7180000003660_28831-29439_1	322915
S15	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S15	perk_nuc_scf7180000003435_21523-22534_1-1011_1	81599
S15	perk_nuc_scf7180000003334_14360-15471_115-1021_1	1048240
S15	paramoeba_nuc_scf7180000003402_66620-67222_1	407697
S15	perk_nuc_scf7180000003316_105075-106432_82-1354_1	110156
S15	paramoeba_nuc_scf7180000003517_25093-25627_1	3168
S15	perk_nuc_scf7180000003478_19048-20119_1-1071_1	44802
S15	perk_nuc_scf7180000003897_23035-23940_1-905_1	38534
S15	perk_nuc_scf7180000003532_6044-7296_4-1252_1	22448
S15	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	16983
S15	perk_nuc_scf7180000003402_72046-72895_1	20371
S15	perk_nuc_scf7180000003709_72424-73568_3-1144_1	107143
S15	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1622
S15	perk_nuc_scf7180000003560_925-2762_1-1837_901	398068
S15	perk_nuc_scf7180000003326_75881-76823_1-942_1	55633
S15	perk_nuc_scf7180000003897_16527-17683_3-1156_1	786
S15	perk_nuc_scf7180000003913_1473-2529_1-1056_1	183205
S15	perk_nuc_scf7180000003454_34019-35215_1-1193_1	954
S15	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	7745
S15	perk_nuc_scf7180000003515_97393-101483_18-3600_901	940734
S15	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	27700
S15	paramoeba_mito_scf7180000003282_5381-6781_1	1204143
S15	paramoeba_nuc_scf7180000004653_9090-9584_1	2536885
S16	paramoeba_mito_scf7180000003282_17181-17683_1	119583
S16	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	5913
S16	paramoeba_nuc_scf7180000003537_4360-5238_1	37997
S16	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	480538
S16	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	7077
S16	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	897921
S16	paramoeba_mito_scf7180000003282_72335-73819_451	57836
S16	paramoeba_mito_scf7180000003282_2577-3764_451	17636
S16	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	51654
S16	paramoeba_mito_scf7180000003282_37622-38599_451	1469
S16	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	27201
S16	perk_nuc_scf7180000003402_73894-74460_1	67765
S16	perk_nuc_scf7180000003591_3416-4408_1-990_1	79601
S16	perk_nuc_scf7180000003623_28906-30006_1-1100_1	20152
S16	perk_nuc_scf7180000003752_5410-7175_739-1757_1	43304
S16	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S16	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	12378
S16	perk_nuc_scf7180000003402_73455-74100_1	735364
S16	perk_nuc_scf7180000003352_71298-72206_1-908_1	791650
S16	perk_nuc_scf7180000003591_3414-9913_1-2291_901	42561
S16	perk_nuc_scf7180000003334_39138-40969_372-1777_1	88046
S16	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	7146
S16	perk_nuc_scf7180000003602_54737-56021_1-1284_1	350584
S16	perk_nuc_scf7180000003687_22701-24808_4-2107_901	60875
S16	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	1116
S16	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	8742
S16	perk_nuc_scf7180000003687_22703-23724_2-1021_1	364576
S16	perk_nuc_scf7180000003411_95621-97517_1-1896_1	78340
S16	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	10060
S16	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	80611
S16	perk_nuc_scf7180000003687_28378-29539_1-1161_1	145441
S16	perk_nuc_scf7180000003660_28831-29439_1	101369
S16	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S16	perk_nuc_scf7180000003435_21523-22534_1-1011_1	26647
S16	perk_nuc_scf7180000003334_14360-15471_115-1021_1	543357
S16	paramoeba_nuc_scf7180000003402_66620-67222_1	420333
S16	perk_nuc_scf7180000003316_105075-106432_82-1354_1	22471
S16	paramoeba_nuc_scf7180000003517_25093-25627_1	18093
S16	perk_nuc_scf7180000003478_19048-20119_1-1071_1	38928
S16	perk_nuc_scf7180000003897_23035-23940_1-905_1	18516
S16	perk_nuc_scf7180000003532_6044-7296_4-1252_1	34581
S16	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	16694
S16	perk_nuc_scf7180000003402_72046-72895_1	18284
S16	perk_nuc_scf7180000003709_72424-73568_3-1144_1	303770
S16	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	980
S16	perk_nuc_scf7180000003560_925-2762_1-1837_901	219313
S16	perk_nuc_scf7180000003326_75881-76823_1-942_1	31390
S16	perk_nuc_scf7180000003897_16527-17683_3-1156_1	750
S16	perk_nuc_scf7180000003913_1473-2529_1-1056_1	215528
S16	perk_nuc_scf7180000003454_34019-35215_1-1193_1	14623
S16	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	8410
S16	perk_nuc_scf7180000003515_97393-101483_18-3600_901	196090
S16	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	26165
S16	paramoeba_mito_scf7180000003282_5381-6781_1	931613
S16	paramoeba_nuc_scf7180000004653_9090-9584_1	1449638
S20	paramoeba_mito_scf7180000003282_17181-17683_1	216213
S20	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	0
S20	paramoeba_nuc_scf7180000003537_4360-5238_1	29413
S20	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	796708
S20	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	23593
S20	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1138299
S20	paramoeba_mito_scf7180000003282_72335-73819_451	105706
S20	paramoeba_mito_scf7180000003282_2577-3764_451	12201
S20	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	8878
S20	paramoeba_mito_scf7180000003282_37622-38599_451	5738
S20	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	0
S20	perk_nuc_scf7180000003402_73894-74460_1	35642
S20	perk_nuc_scf7180000003591_3416-4408_1-990_1	72140
S20	perk_nuc_scf7180000003623_28906-30006_1-1100_1	21968
S20	perk_nuc_scf7180000003752_5410-7175_739-1757_1	59395
S20	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S20	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	0
S20	perk_nuc_scf7180000003402_73455-74100_1	2114869
S20	perk_nuc_scf7180000003352_71298-72206_1-908_1	1571169
S20	perk_nuc_scf7180000003591_3414-9913_1-2291_901	170674
S20	perk_nuc_scf7180000003334_39138-40969_372-1777_1	16154
S20	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	113509
S20	perk_nuc_scf7180000003602_54737-56021_1-1284_1	747
S20	perk_nuc_scf7180000003687_22701-24808_4-2107_901	12801
S20	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	48998
S20	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	127
S20	perk_nuc_scf7180000003687_22703-23724_2-1021_1	811
S20	perk_nuc_scf7180000003411_95621-97517_1-1896_1	60642
S20	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	4537
S20	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	144578
S20	perk_nuc_scf7180000003687_28378-29539_1-1161_1	129713
S20	perk_nuc_scf7180000003660_28831-29439_1	1360
S20	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S20	perk_nuc_scf7180000003435_21523-22534_1-1011_1	20487
S20	perk_nuc_scf7180000003334_14360-15471_115-1021_1	535507
S20	paramoeba_nuc_scf7180000003402_66620-67222_1	118230
S20	perk_nuc_scf7180000003316_105075-106432_82-1354_1	276
S20	paramoeba_nuc_scf7180000003517_25093-25627_1	10842
S20	perk_nuc_scf7180000003478_19048-20119_1-1071_1	1177
S20	perk_nuc_scf7180000003897_23035-23940_1-905_1	74
S20	perk_nuc_scf7180000003532_6044-7296_4-1252_1	44594
S20	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	17541
S20	perk_nuc_scf7180000003402_72046-72895_1	16357
S20	perk_nuc_scf7180000003709_72424-73568_3-1144_1	30042
S20	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	636
S20	perk_nuc_scf7180000003560_925-2762_1-1837_901	544977
S20	perk_nuc_scf7180000003326_75881-76823_1-942_1	8510
S20	perk_nuc_scf7180000003897_16527-17683_3-1156_1	49820
S20	perk_nuc_scf7180000003913_1473-2529_1-1056_1	166782
S20	perk_nuc_scf7180000003454_34019-35215_1-1193_1	7591
S20	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	108414
S20	perk_nuc_scf7180000003515_97393-101483_18-3600_901	5889
S20	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	17996
S20	paramoeba_mito_scf7180000003282_5381-6781_1	1194908
S20	paramoeba_nuc_scf7180000004653_9090-9584_1	1550545
S23	paramoeba_mito_scf7180000003282_17181-17683_1	159131
S23	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	7099
S23	paramoeba_nuc_scf7180000003537_4360-5238_1	33013
S23	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	651225
S23	perk_mito_lcl_KT261385.1_cds_ALR73787.1_3_1	13155
S23	paramoeba_mito_d9f872cc-4915-4218-bcca-14a2b2446441_79-629_1	1081244
S23	paramoeba_mito_scf7180000003282_72335-73819_451	175110
S23	paramoeba_mito_scf7180000003282_2577-3764_451	23814
S23	paramoeba_nuc_2474b264-82c9-41bc-83f7-da2b5b94a433_93-564_1	112144
S23	paramoeba_mito_scf7180000003282_37622-38599_451	25100
S23	perk_mito_lcl_KT261384.1_cds_ALR73784.1_2_1	31917
S23	perk_nuc_scf7180000003402_73894-74460_1	241543
S23	perk_nuc_scf7180000003591_3416-4408_1-990_1	35762
S23	perk_nuc_scf7180000003623_28906-30006_1-1100_1	31946
S23	perk_nuc_scf7180000003752_5410-7175_739-1757_1	51158
S23	perk_nuc_scf7180000003610_11439-12994_245-1203_1	0
S23	paramoeba_nuc_9042c6bc-20c4-4666-9a3b-25d3d5e60837_173-683_1	21467
S23	perk_nuc_scf7180000003402_73455-74100_1	1529329
S23	perk_nuc_scf7180000003352_71298-72206_1-908_1	794849
S23	perk_nuc_scf7180000003591_3414-9913_1-2291_901	67919
S23	perk_nuc_scf7180000003334_39138-40969_372-1777_1	56525
S23	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1801	5236
S23	perk_nuc_scf7180000003602_54737-56021_1-1284_1	6111
S23	perk_nuc_scf7180000003687_22701-24808_4-2107_901	61430
S23	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1351	4154
S23	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_1351	2672
S23	perk_nuc_scf7180000003687_22703-23724_2-1021_1	51139
S23	perk_nuc_scf7180000003411_95621-97517_1-1896_1	103131
S23	paramoeba_nuc_9c47213e-a9a3-4bd8-b423-45221f6c0675_1-2364_1	10945
S23	paramoeba_nuc_4f7562e3-280b-4809-b18d-cd20dff1ce4f_1-1988_451	94584
S23	perk_nuc_scf7180000003687_28378-29539_1-1161_1	200368
S23	perk_nuc_scf7180000003660_28831-29439_1	124656
S23	perk_nuc_scf7180000003435_20352-22534_1-2182_901	0
S23	perk_nuc_scf7180000003435_21523-22534_1-1011_1	23336
S23	perk_nuc_scf7180000003334_14360-15471_115-1021_1	431430
S23	paramoeba_nuc_scf7180000003402_66620-67222_1	238249
S23	perk_nuc_scf7180000003316_105075-106432_82-1354_1	24942
S23	paramoeba_nuc_scf7180000003517_25093-25627_1	26333
S23	perk_nuc_scf7180000003478_19048-20119_1-1071_1	52040
S23	perk_nuc_scf7180000003897_23035-23940_1-905_1	26055
S23	perk_nuc_scf7180000003532_6044-7296_4-1252_1	50936
S23	paramoeba_nuc_b2668679-a471-4ab8-bea4-f5898a7a47e4_2-467_1	28209
S23	perk_nuc_scf7180000003402_72046-72895_1	22762
S23	perk_nuc_scf7180000003709_72424-73568_3-1144_1	187101
S23	paramoeba_nuc_91d69197-72f2-4926-90b3-b5a468a5a855_27-765_1	1770
S23	perk_nuc_scf7180000003560_925-2762_1-1837_901	289820
S23	perk_nuc_scf7180000003326_75881-76823_1-942_1	28774
S23	perk_nuc_scf7180000003897_16527-17683_3-1156_1	1211
S23	perk_nuc_scf7180000003913_1473-2529_1-1056_1	326088
S23	perk_nuc_scf7180000003454_34019-35215_1-1193_1	20410
S23	perk_nuc_scf7180000003515_97413-101057_1-3580_1501	10476
S23	perk_nuc_scf7180000003515_97393-101483_18-3600_901	8672
S23	paramoeba_nuc_1470934d-65f8-451a-be8f-f65c6f0f857d_1-523_1	31563
S23	paramoeba_mito_scf7180000003282_5381-6781_1	1144159
S23	paramoeba_nuc_scf7180000004653_9090-9584_1	2325778
S24	paramoeba_mito_scf7180000003282_17181-17683_1	79896
S24	perk_mito_lcl_KT261385.1_cds_ALR73785.1_1_2251	5406
S24	paramoeba_nuc_scf7180000003537_4360-5238_1	27029
S24	paramoeba_mito_844d98a6-101b-424e-82ab-b4beb7985a5e_16-472_1	18292
